1,1004
2,1005
3,1006
4,1007
5,1008
6,1009
7,1010
8,1011
9,1013
10,1014
11,1015
12,1023
13,1024
14,1025
15,1026
16,1027
17,1028
18,1029
19,1030
20,1031
21,1032
22,1034
23,1035
24,1036
25,1037
26,1039
27,1040
28,1041
29,1042
30,1043
31,1046
32,1047
33,1048
34,1050
35,1051
36,1052
37,1053
38,1054
39,1055
40,1057
41,1059
42,1060
43,1061
44,1062
45,1063
46,1064
47,1065
48,1066
49,1067
50,1082
51,1083
52,1084
53,1085
54,1086
55,1087
56,1088
57,1089
58,1090
59,1091
60,1092
61,1093
62,1094
63,1096
64,1097
65,1099
66,1101
67,1102
68,1103
69,1104
70,1106
71,1107
72,1108
73,1110
74,1111
75,1112
76,1113
77,1114
78,1115
79,1116
80,1118
81,1119
82,1120
83,1121
84,1122
85,1123
86,1124
87,1125
88,1126
89,1127
90,1128
91,1129
92,1130
93,1131
94,1132
95,1134
96,1135
97,1136
98,1139
99,1140
100,1141
101,1143
102,1145
103,1146
104,1147
105,1148
106,1149
107,1150
108,1151
109,1152
110,1153
111,1154
112,1155
113,1156
114,1157
115,1158
116,1159
117,1160
118,1161
119,1162
120,1163
121,1164
122,1165
123,1166
124,1167
125,1169
126,1170
127,1171
128,1172
129,1173
130,1174
131,1175
132,1176
133,1177
134,1178
135,1181
136,1182
137,1183
138,1184
139,1185
140,1186
141,1187
142,1188
143,1190
144,1191
145,1192
146,1193
147,1195
148,1196
149,1198
150,1199
151,1200
152,1201
153,1203
154,1204
155,1205
156,1206
157,1207
158,1208
159,1209
160,1211
161,1212
162,1213
163,1214
164,1215
165,1216
166,1217
167,1218
168,1219
169,1221
170,1222
171,1223
172,1225
173,1226
174,1227
175,1228
176,1229
177,1230
178,1233
179,1234
180,1235
181,1236
182,1237
183,1238
184,1239
185,1240
186,1241
187,1243
188,1244
189,1245
190,1247
191,1249
192,1251
193,1252
194,1253
195,1255
196,1256
197,1258
198,1259
199,1260
200,1261
201,1263
202,1264
203,1266
204,1267
205,1269
206,1270
207,1272
208,1311
209,1312
210,1313
211,1314
212,1315
213,1316
214,1317
215,1319
216,1320
217,1321
218,1323
219,1324
220,1325
221,1326
222,1327
223,1328
224,1330
225,1331
226,1332
227,1333
228,1334
229,1335
230,1336
231,1337
232,1338
233,1339
234,1341
235,1342
236,1345
237,1346
238,1347
239,1348
240,1349
241,1350
242,1351
243,1352
244,1354
245,1355
246,1356
247,1357
248,1358
249,1359
250,1360
251,1361
252,1362
253,1363
254,1364
255,1365
256,1366
257,1367
258,1368
259,1369
260,1370
261,1371
262,1372
263,1373
264,1374
265,1375
266,1377
267,1379
268,1381
269,1382
270,1383
271,1385
272,1386
273,1387
274,1388
275,1389
276,1390
277,1391
278,1392
279,1393
280,1394
281,1395
282,1396
283,1397
284,1398
285,1399
286,1400
287,1401
288,1402
289,1403
290,1405
291,1406
292,1407
293,1408
294,1409
295,1410
296,1411
297,1412
298,1413
299,1414
300,1415
301,1416
302,1417
303,1418
304,1420
305,1421
306,1422
307,1423
308,1425
309,1426
310,1427
311,1428
312,1429
313,1430
314,1431
315,1432
316,1433
317,1435
318,1437
319,1438
320,1439
321,1440
322,1441
323,1442
324,1443
325,1444
326,1445
327,1446
328,1447
329,1448
330,1449
331,1450
332,1451
333,1452
334,1453
335,1454
336,1455
337,1456
338,1457
339,1458
340,1459
341,1461
342,1462
343,1463
344,1464
345,1465
346,1466
347,1468
348,1469
349,1470
350,1471
351,1472
352,1473
353,1474
354,1476
355,1477
356,1478
357,1479
358,1480
359,1481
360,1482
361,1483
362,1484
363,1485
364,1486
365,1487
366,1488
367,1489
368,1490
369,1491
370,1492
371,1493
372,1494
373,1495
374,1496
375,1497
376,1498
377,1499
378,1500
379,1501
380,1502
381,1503
382,1504
383,1505
384,1506
385,1507
386,1508
387,1509
388,1510
389,1511
390,1512
391,1514
392,1515
393,1516
394,1517
395,1518
396,1519
397,1520
398,1522
399,1523
400,1524
401,1526
402,1527
403,1529
404,1530
405,1531
406,1532
407,1533
408,1534
409,1535
410,1537
411,1538
412,1540
413,1541
414,1542
415,1543
416,1544
417,1545
418,1546
419,1547
420,1548
421,1550
422,1551
423,1552
424,1554
425,1555
426,1556
427,1557
428,1558
429,1559
430,1560
431,1561
432,1562
433,1563
434,1565
435,1566
436,1568
437,1569
438,1570
439,1571
440,1572
441,1573
442,1574
443,1575
444,1576
445,1577
446,1578
447,1579
448,1580
449,1581
450,1588
451,1589
452,1591
453,1592
454,1593
455,1594
456,1595
457,1598
458,1600
459,1602
460,1604
461,1605
462,1606
463,1607
464,1608
465,1609
466,1610
467,1611
468,1612
469,1613
470,1614
471,1615
472,1616
473,1617
474,1618
475,1619
476,1620
477,1621
478,1622
479,1623
480,1624
481,1625
482,1627
483,1628
484,1629
485,1630
486,1631
487,1632
488,1633
489,1634
490,1636
491,1637
492,1638
493,1639
494,1640
495,1641
496,1643
497,1644
498,1645
499,1646
500,1647
501,1648
502,1649
503,1651
504,1652
505,1653
506,1654
507,1655
508,1657
509,1658
510,1660
511,1661
512,1662
513,1664
514,1665
515,1666
516,1668
517,1669
518,1670
519,1671
520,1673
521,1674
522,1675
523,1706
524,1707
525,1708
526,1709
527,1710
528,1711
529,1712
530,1713
531,1714
532,1715
533,1716
534,1717
535,1718
536,1719
537,1720
538,1721
539,1722
540,1723
541,1724
542,1725
543,1726
544,1727
545,1728
546,1729
547,1730
548,1731
549,1732
550,1733
551,1734
552,1736
553,1737
554,1738
555,1739
556,1740
557,1741
558,1742
559,1743
560,1744
561,1745
562,1746
563,1747
564,1748
565,1749
566,1750
567,1751
568,1752
569,1753
570,1754
571,1755
572,1757
573,1758
574,1759
575,1760
576,1762
577,1763
578,1765
579,1766
580,1767
581,1768
582,1769
583,1770
584,1771
585,1772
586,1773
587,1774
588,1775
589,1777
590,1778
591,1779
592,1780
593,1783
594,1784
595,1785
596,1786
597,1787
598,1788
599,1790
600,1791
601,1792
602,1793
603,1794
604,1795
605,1796
606,1797
607,1798
608,1801
609,1802
610,1803
611,1804
612,1805
613,1808
614,1810
615,1811
616,1813
617,1814
618,1815
619,1816
620,1817
621,1818
622,1819
623,1820
624,1821
625,1822
626,1823
627,1827
628,1865
629,1866
630,1867
631,1868
632,1869
633,1870
634,1871
635,1872
636,1873
637,1874
638,1875
639,1876
640,1877
641,1878
642,1880
643,1882
644,1883
645,1885
646,1886
647,1887
648,1889
649,1892
650,1893
651,1894
652,1895
653,1896
654,1897
655,1898
656,1899
657,1900
658,1901
659,1903
660,1904
661,1905
662,1906
663,1907
664,1908
665,1909
666,1910
667,1911
668,1912
669,1913
670,1914
671,1915
672,1916
673,1917
674,1918
675,1919
676,1920
677,1921
678,1923
679,1924
680,1925
681,1926
682,1927
683,1928
684,1929
685,1930
686,1931
687,1932
688,1944
689,1945
690,1946
691,1947
692,1949
693,1950
694,1961
695,1962
696,1963
697,1964
698,1966
699,1967
700,1968
701,1969
702,1970
703,1971
704,1972
705,1973
706,1974
707,1975
708,1976
709,1977
710,1979
711,2241
712,2361
713,2381
714,2382
715,2383
716,2384
717,2385
718,2386
719,2387
720,2388
721,2389
722,2390
723,2391
724,2392
725,2393
726,2394
727,2396
728,2397
729,2398
730,2399
731,2401
732,2402
733,2403
734,2404
735,2406
736,2407
737,2408
738,2409
739,2410
740,2411
741,2412
742,2413
743,2414
744,2415
745,2416
746,2417
747,2418
748,2419
749,2420
750,2421
751,2422
752,2423
753,2424
754,2425
755,2426
756,2427
757,2443
758,2444
759,2445
760,2447
761,2448
762,2449
763,2450
764,2451
765,2453
766,2455
767,2456
768,2457
769,2458
770,2459
771,2460
772,2461
773,2462
774,2463
775,2464
776,2465
777,2466
778,2467
779,2671
780,2672
781,2673
782,2674
783,2676
784,2678
785,2680
786,2681
787,2682
788,2683
789,2684
790,2685
791,2686
792,2687
793,2688
794,2689
795,2690
796,2691
797,2692
798,2694
799,2695
800,2696
801,2697
802,2701
803,2702
804,2704
805,2705
806,2706
807,2707
808,2708
809,2709
810,2711
811,2712
812,2713
813,2714
814,2715
815,2716
816,2717
817,2718
818,2719
819,2720
820,2721
821,2722
822,2723
823,2724
824,2725
825,2726
826,2727
827,2728
828,2729
829,2730
830,2731
831,2732
832,2733
833,2734
834,2735
835,2736
836,2737
837,2738
838,2739
839,2740
840,2741
841,2742
842,2743
843,2744
844,2745
845,2746
846,2747
847,2748
848,2749
849,2750
850,2753
851,2754
852,2755
853,2756
854,2757
855,2758
856,2759
857,2760
858,2762
859,2763
860,2764
861,2765
862,2766
863,2767
864,2768
865,2769
866,2770
867,2771
868,2772
869,2773
870,2774
871,2775
872,2776
873,2777
874,2778
875,2779
876,2781
877,2782
878,2783
879,2784
880,2785
881,2786
882,2787
883,2788
884,2789
885,2790
886,2791
887,2792
888,2793
889,2794
890,2795
891,2796
892,2798
893,2799
894,2800
895,2801
896,2802
897,2803
898,2804
899,2805
900,2806
901,2807
902,2808
903,2809
904,2810
905,2811
906,2812
907,2813
908,2814
909,2815
910,2816
911,2817
912,2818
913,2819
914,2821
915,2822
916,2823
917,2824
918,2825
919,2826
920,2827
921,2828
922,2829
923,2830
924,2831
925,2832
926,2833
927,2834
928,2838
929,2839
930,2840
931,2841
932,2843
933,2844
934,2845
935,2846
936,2847
937,2848
938,2850
939,2851
940,2852
941,2853
942,2854
943,2855
944,2856
945,2857
946,2859
947,2860
948,2861
949,2862
950,2864
951,2865
952,2866
953,2867
954,2869
955,2870
956,2871
957,2872
958,2874
959,2875
960,2877
961,2878
962,2879
963,2880
964,2881
965,2882
966,2884
967,2885
968,2886
969,2887
970,2888
971,2889
972,2890
973,2891
974,2892
975,2894
976,2895
977,2896
978,2897
979,2898
980,2899
981,2900
982,2902
983,2903
984,2904
985,2905
986,2907
987,2908
988,2909
989,2910
990,2911
991,2912
992,2913
993,2914
994,2915
995,2916
996,2917
997,2918
998,2919
999,2920
1000,2921
1001,2922
1002,2923
1003,2924
1004,2925
1005,2926
1006,2927
1007,2929
1008,2930
1009,2931
1010,2933
1011,2934
1012,2935
1013,2936
1014,2937
1015,2938
1016,2939
1017,2940
1018,2941
1019,2942
1020,2943
1021,2944
1022,2946
1023,2947
1024,2949
1025,2950
1026,2951
1027,2952
1028,2953
1029,2954
1030,2955
1031,2956
1032,2957
1033,2958
1034,2959
1035,2962
1036,2963
1037,2964
1038,2965
1039,2966
1040,2967
1041,2968
1042,2969
1043,2970
1044,2971
1045,2972
1046,2973
1047,2974
1048,2976
1049,2977
1050,2978
1051,2979
1052,2980
