tribe,six_letter_name_Ronco,mean_total_day,mean_total_night,mean_freq_day,mean_freq_night,mean_bout_length_day,mean_bout_length_night,mean_sfi_day,mean_sfi_night,mean_L50_day,mean_L50_night,mean_N50_day,mean_N50_night,mean_cons_day,mean_cons_night,pref_freq,pref_bout_length,pref_sfi,pref_L50,pref_N50,pref_cons,dn_pref,overall_total
Lamprologini,Lepatt,3.948989814814814,5.373238888888888,90.00333333333336,80.16333333333334,165.00891359920382,384.14463067710824,0.008875746546055033,0.011889144736283523,399.0099999999999,971.7266666666671,12.143333333333333,13.786666666666669,1.205961356225809,1.7428654658828868,80.16333333333334,384.14463067710824,0.011889144736283523,971.7266666666671,13.786666666666669,1.7428654658828868,0.15277988980341392,9.3222287037037
Lamprologini,Lepelo,4.930586419753087,6.4113233024691345,83.98611111111111,85.38888888888889,246.6613222804611,406.0443194783733,0.0060191080845908174,0.005096427971931184,567.1805555555555,982.1111111111114,11.902777777777786,14.013888888888891,1.3886072670153924,1.5992209766678551,85.38888888888889,406.0443194783733,0.005096427971931184,982.1111111111114,14.013888888888891,1.5992209766678551,0.1305544585507357,11.341909722222223
Lamprologini,Neobre,7.969316498316492,5.541409090909092,66.63484848484848,66.49696969696969,5071.436079574752,563.6653454601969,0.0037871277323854656,0.007577382588042352,7772.859090909091,4851.387878787875,7.895454545454549,9.122727272727277,14.266641666936879,2.851514769464777,66.63484848484848,5071.436079574752,0.0037871277323854656,7772.859090909091,7.895454545454549,14.266641666936879,0.1797022218661289,13.510725589225583
Lamprologini,Neobri,1.2867021604938262,3.5018425925925922,54.18472222222222,89.2777777777778,64.10220252394062,127.97824612398192,0.038562615901548455,0.017088484712676984,134.84583333333336,275.6166666666667,9.770833333333334,14.43055555555555,3.2970904694858056,1.366786149617756,89.2777777777778,127.97824612398192,0.017088484712676984,275.6166666666667,14.43055555555555,1.366786149617756,0.4625915693219772,4.788544753086418
Lamprologini,Neobue,0.5531280864197528,5.335193672839506,26.709722222222226,159.3222222222222,58.60319679771691,140.74982337540948,0.030894382695069715,0.010112820425415845,172.83749999999992,249.43055555555577,4.811111111111112,29.997222222222216,5.479124588266287,0.7022357746180501,159.3222222222222,140.74982337540948,0.010112820425415845,249.43055555555577,29.997222222222216,0.7022357746180501,0.8121270850900866,5.888321759259259
Lamprologini,Neocau,5.549930555555555,4.787655092592592,79.00416666666666,92.6916666666666,2565.6270234117283,293.02893432760084,0.01061212942227042,0.012300560474291873,3492.9208333333277,1078.3791666666666,11.095833333333342,12.720833333333339,9.493482364270866,1.4415194604084824,79.00416666666666,2565.6270234117283,0.01061212942227042,3492.9208333333277,11.095833333333342,9.493482364270866,0.07373824884338591,10.337585648148147
Lamprologini,Neocra,2.6242222222222225,5.243337542087541,72.0969696969697,107.28181818181818,139.1240417261237,212.49115899146585,0.018549403741511494,0.009716036753540122,362.0727272727272,769.936363636364,12.603030303030303,15.066666666666674,1.3812062368231754,1.068480654640125,107.28181818181818,212.49115899146585,0.009716036753540122,769.936363636364,15.066666666666674,1.068480654640125,0.33290059412660833,7.867559764309764
Lamprologini,Neocyg,4.150231481481483,4.459340277777778,123.08333333333331,108.31944444444453,155.75681720670838,183.78846403529204,0.013128318840344985,0.010019862085488296,368.3055555555556,385.1111111111111,20.18055555555555,17.152777777777782,0.979783031569971,1.0514781378980083,108.31944444444453,183.78846403529204,0.010019862085488296,385.1111111111111,17.152777777777782,1.0514781378980083,0.03590292350648687,8.60957175925926
Lamprologini,Neocyl,2.935168981481481,1.3970273919753085,90.83333333333336,95.37916666666672,146.59784062142532,47.73058736094608,0.01235986067547258,0.025171087312139257,671.7388888888886,75.87361111111109,10.852777777777781,19.527777777777782,1.2472939433705474,1.118231680536681,90.83333333333336,146.59784062142532,0.01235986067547258,671.7388888888886,10.852777777777781,1.2472939433705474,0.35504890750805074,4.33219637345679
Lamprologini,Neodev,1.9034436728395048,3.3773441358024696,71.07222222222222,112.05138888888881,96.25186566529587,113.89279222488445,0.018721530387401302,0.013720454400690333,214.76388888888877,220.07361111111115,10.804166666666658,19.866666666666667,1.451687079705571,0.9730176404000678,112.05138888888881,113.89279222488445,0.013720454400690333,220.07361111111115,19.866666666666667,0.9730176404000678,0.27910617058896714,5.280787808641975
Lamprologini,NeofaM,3.2521893004115223,6.49342849794239,85.38703703703703,99.46296296296305,128.26872400341747,1008.1351495393734,0.017622332211856405,0.0057664670967008235,248.85,2356.9814814814813,14.5537037037037,16.287037037037035,1.0667269763066034,3.096881435263021,99.46296296296305,1008.1351495393734,0.0057664670967008235,2356.9814814814813,16.287037037037035,3.096881435263021,0.33258427167935223,9.745617798353912
Lamprologini,Neofal,1.9672592592592593,2.641987037037035,81.54444444444445,90.67,68.86312273494542,88.71853818017209,0.024333538284019084,0.02047993752501126,142.86666666666667,170.49000000000007,13,15.19666666666666,17.46023754567231,0.9972809178570802,90.67,88.71853818017209,0.02047993752501126,170.49000000000007,15.19666666666666,0.9972809178570802,0.14638570699073844,4.609246296296295
Lamprologini,Neogra,1.7539452861952851,2.41451936026936,59.23939393939396,89.45757575757577,80.07902280390526,90.6376123135718,0.025397742185155215,0.02112242508688701,163.6393939393939,185.24545454545446,9.887878787878789,14.772727272727273,1.658351508243286,1.1205905517450003,89.45757575757577,90.6376123135718,0.02112242508688701,185.24545454545446,14.772727272727273,1.1205905517450003,0.15846939583242486,4.1684646464646455
Lamprologini,Neohel,3.729775132275133,4.426263227513227,93.80952380952385,136.52380952380958,139.424441809644,125.52827132772147,0.01014742649074673,0.011651347098202439,308.5,283.23809523809535,13.4047619047619,21.3095238095238,1.0689824877985086,0.7796406946163589,136.52380952380958,125.52827132772147,0.011651347098202439,283.23809523809535,21.3095238095238,0.7796406946163589,0.08539539228652761,8.156038359788361
Lamprologini,Neokom,4.725216049382717,5.121072530864197,66.47222222222221,77.33333333333333,566.3094820289208,354.32027724945766,0.0077944898326892335,0.006372537173627079,1913.749999999999,1391.2499999999989,8.138888888888884,9.333333333333327,2.699729682754255,1.9334841178416218,77.33333333333333,354.32027724945766,0.006372537173627079,1391.2499999999989,9.333333333333327,1.9334841178416218,0.0402036237568362,9.846288580246913
Lamprologini,Neolon,0.5320952380952375,1.912124338624338,33.10000000000001,97.08095238095243,46.32503443834637,59.91896195860451,0.03240514979777276,0.023507273605241644,88.89999999999995,100.58571428571429,6.6571428571428575,18.633333333333344,8.156749777148347,1.545200556083562,97.08095238095243,59.91896195860451,0.023507273605241644,100.58571428571429,18.633333333333344,1.545200556083562,0.564609298474427,2.4442195767195756
Lamprologini,Neomar,0.938216269841268,4.468152116402115,57.730952380952374,115.16666666666657,41.57670862550283,158.94694448788815,0.03598716160802423,0.010270709293232247,68.79999999999998,854.6285714285714,11.009523809523815,18.93809523809524,1.340007258238039,0.9393384860651357,115.16666666666657,158.94694448788815,0.010270709293232247,854.6285714285714,18.93809523809524,0.9393384860651357,0.6529218126428162,5.406368386243384
Lamprologini,Neomul,3.380606481481481,1.4907602880658446,68.70555555555555,36.192592592592604,198.60150709072252,131.81954756073657,0.012721152624935166,0.019095093614455223,1473.3037037037036,387.01851851851853,7.259259259259255,6.218518518518519,1.9988587713854367,3.5008256287943467,68.70555555555555,198.60150709072252,0.012721152624935166,1473.3037037037036,7.259259259259255,1.9988587713854367,0.3879498881565946,4.8713667695473255
Lamprologini,Neonig,3.4310582561728404,1.1501693672839506,102.53888888888886,67.3861111111111,155.98755245096527,53.74572647993286,0.013512947034617157,0.02445075344036607,348.05416666666633,101.2986111111111,14.22638888888889,12.658333333333328,1.1993728730809976,1.8694117978777742,102.53888888888886,155.98755245096527,0.013512947034617157,348.05416666666633,14.22638888888889,1.1993728730809976,0.49787722339101587,4.581227623456791
Lamprologini,Neooli,3.1073207070707083,1.7675269360269372,92.60606060606064,90.40606060606063,112.56736757295891,60.568233761645814,0.01565398999159222,0.02627686309837685,227.48484848484858,119.7727272727273,14.487878787878788,16.62727272727273,1.3098963277956621,1.1444382294393256,92.60606060606064,112.56736757295891,0.01565398999159222,227.48484848484858,14.487878787878788,1.3098963277956621,0.27483808092767803,4.874847643097645
Lamprologini,Neopul,0.5475991512345674,3.2225925925925916,39.51527777777778,133.19027777777774,45.08294306344712,88.6168096420469,0.03674708370068796,0.01665538921806304,74.28472222222227,154.36249999999995,8.512499999999998,25.615277777777784,4.282492750547769,0.7591925080418614,133.19027777777774,88.6168096420469,0.01665538921806304,154.36249999999995,25.615277777777784,0.7591925080418614,0.7095112458770099,3.770191743827159
Lamprologini,Neosav,2.7476712962962977,5.705523148148149,96.6666666666667,111.05000000000007,93.62158158754201,214.0864273240977,0.018310702590178474,0.006524235700175711,182.29999999999993,467.2666666666667,15.15,17.13333333333333,1.246427603946413,1.0282738336698696,111.05000000000007,214.0864273240977,0.006524235700175711,467.2666666666667,17.13333333333333,1.0282738336698696,0.34990935927136885,8.453194444444447
Lamprologini,Neotoa,4.013167508417508,0.13641414141414135,105.39242424242421,17.28181818181818,178.1548200888283,20.58186534816387,0.011728989527717374,0.061344972431159224,398.9424242424243,28.59999999999998,16.131818181818183,4.6030303030303035,1.134389267884095,11.159122938394935,105.39242424242421,178.1548200888283,0.011728989527717374,398.9424242424243,16.131818181818183,1.134389267884095,0.9342516171866744,4.149581649831649
Lamprologini,Neotre,5.13163715277778,0.9969594907407423,77.24791666666667,47.94583333333329,505.5523330617482,57.88398929133103,0.009443221486960043,0.03459766755671297,952.225,161.27083333333334,9.552083333333337,8.402083333333334,2.0290156296480464,5.515928698886406,77.24791666666667,505.5523330617482,0.009443221486960043,952.225,9.552083333333337,2.0290156296480464,0.6746532530264963,6.128596643518523
Lamprologini,NeoveS,3.2594560185185175,7.307314814814815,89.1875,100.74999999999996,152.4830832878943,282.1699683293059,0.011434139258676961,0.0040341858813296464,384.8750000000001,643.0624999999999,11.687500000000004,15.60416666666665,1.235326743879015,1.0665469435440054,100.74999999999996,282.1699683293059,0.0040341858813296464,643.0624999999999,15.60416666666665,1.0665469435440054,0.3830743431595159,10.566770833333333
Lamprologini,Neowal,3.8056435185185196,3.1681851851851843,56.908333333333324,79.75833333333325,1205.4199167757706,144.7939025337395,0.009629875896046853,0.022134360615666992,3620.0166666666582,1867.0000000000007,6.008333333333335,12.225000000000009,4.848977710977505,1.4361149429498945,56.908333333333324,1205.4199167757706,0.009629875896046853,3620.0166666666582,6.008333333333335,4.848977710977505,0.09140722555958249,6.973828703703704
Lamprologini,TelteS,8.92274421296297,6.980824074074074,36.733333333333334,71.2375,4088.3879197554697,1133.2683601898304,0.0016596999123114976,0.004122626554946679,8303.716666666662,3266.125000000001,4.824999999999997,10.420833333333325,11.101559340747286,3.9138124675005113,36.733333333333334,4088.3879197554697,0.0016596999123114976,8303.716666666662,4.824999999999997,11.101559340747286,0.1221059389842561,15.903568287037043
Lamprologini,Telvit,6.6505046296296335,4.14507175925926,109.91666666666659,55.39166666666672,430.4624746979217,426.0359819208493,0.005916454978088711,0.005343390248388693,1734.6374999999991,3512.8625000000006,13.024999999999991,5.945833333333336,1.5952768425066615,3.03093939230176,109.91666666666659,430.4624746979217,0.005916454978088711,1734.6374999999991,13.024999999999991,1.5952768425066615,0.23207958335129145,10.795576388888893
Lamprologini,Varmoo,3.48018716931217,3.7132116402116395,83.15952380952386,77.56190476190471,157.32445259529143,189.88857100482065,0.012974006688647692,0.018509858041133562,446.7904761904757,350.9142857142857,11.871428571428575,11.9,1.2476656077179802,1.7694193149121524,77.56190476190471,189.88857100482065,0.018509858041133562,350.9142857142857,11.9,1.7694193149121524,0.03239420989573847,7.19339880952381
Limnochromini,Trioto,3.732939814814814,3.2913657407407397,126.31250000000009,115.84375000000009,111.43455624995026,101.80687127995158,0.011423969589206766,0.016036004148471807,218.77083333333337,191.47916666666666,20.260416666666664,21.395833333333325,0.8256629534243066,0.8876482082536614,126.31250000000009,111.43455624995026,0.011423969589206766,218.77083333333337,20.260416666666664,0.8256629534243066,0.06286373372878566,7.024305555555554
Tropheini,Ctehor,1.1193402777777777,1.8605254629629628,38.85833333333333,91.70833333333341,83.58024626082181,58.995660820937665,0.03735237251017681,0.02840636949221053,689.0041666666671,98.24583333333334,6.6708333333333325,17.883333333333336,3.659843253977506,1.2312368192075303,91.70833333333341,58.995660820937665,0.02840636949221053,98.24583333333334,17.883333333333336,1.2312368192075303,0.24873106699127323,2.9798657407407405
Tropheini,Gnapfe,5.357469576719577,4.48508597883598,91.17619047619057,105.86190476190475,383.9315652809282,321.7324772537688,0.007525968239810203,0.009004973523671973,1599.6047619047615,752.5666666666672,11.145238095238096,16.88095238095238,1.7552848657741649,1.810326054327671,91.17619047619057,383.9315652809282,0.007525968239810203,1599.6047619047615,11.145238095238096,1.7552848657741649,0.08863385052382931,9.842555555555556
Tropheini,Limdar,1.1435632716049384,0.8758908730158729,36.097222222222236,64.18571428571428,88.3102134317966,31.963504132875745,0.0276003811714481,0.05096837433706537,287.98611111111103,50.733333333333285,6.147222222222223,13.178571428571429,11.882374208002867,3.4938660009747524,36.097222222222236,88.3102134317966,0.0276003811714481,287.98611111111103,6.147222222222223,11.882374208002867,0.13254690595578036,2.0194541446208114
Tropheini,Loblab,1.040254629629632,2.51972222222222,41.41666666666665,102.33333333333334,97.7605075037951,90.68393111942405,0.013441269498347602,0.01796273296531815,232.4166666666665,340.75,6.41666666666667,20.25,2.646162911715225,0.9995734749955459,102.33333333333334,90.68393111942405,0.01796273296531815,340.75,20.25,0.9995734749955459,0.41558348667997347,3.559976851851852
Tropheini,Petpol,1.5135639730639734,2.3977786195286193,44.23181818181817,77.74999999999994,94.11076114661348,115.13596587914769,0.022889600552426073,0.020610569930844674,228.01363636363635,259.0242424242425,7.172727272727273,12.659090909090915,3.792677189060158,1.8157800784352853,77.74999999999994,115.13596587914769,0.020610569930844674,259.0242424242425,12.659090909090915,1.8157800784352853,0.22606422872268864,3.9113425925925926
Tropheini,Tromoo,0.9630039682539681,3.0268452380952393,35.61904761904758,107.99999999999999,68.249795852609,96.318783597605,0.021662747502249148,0.01759817113032918,110.904761904762,176.83333333333314,6.20476190476191,19.380952380952372,18.40323539378613,1.0370976252698343,107.99999999999999,96.318783597605,0.01759817113032918,176.83333333333314,19.380952380952372,1.0370976252698343,0.5172730003321924,3.9898492063492075
Tropheini,Tronig,0.20669058641975308,4.130311447811447,12.42361111111111,102.21212121212116,54.147843537459515,165.56600878983653,0.034408232261392335,0.010595257516173132,95.0847222222222,402.2727272727273,2.644444444444445,14.712121212121211,16.425607306061902,1.11672529225558,102.21212121212116,165.56600878983653,0.010595257516173132,402.2727272727273,14.712121212121211,1.11672529225558,0.9046850405933037,4.3370020342312
