,six_letter_name_Ronco,total_rest,peak_amplitude,peak,day_night_dif,cluster
0,Altcal,14.152500000000003,12.827370809277625,0.47916666666666674,-0.09688077196515009,1
1,Altcom,11.536666666666667,13.59559284657818,0.7222222222222222,0.19665849345890915,2
2,Altshe,17.582857142857144,8.004377850784278,0.3452380952380953,0.09149633032297057,7
3,Astbur,4.944545454545454,-5.378479312171211,0.6439393939393938,0.4294522195252259,6
4,Auldew,2.9041666666666663,11.357011629041521,0.5694444444444444,0.06238460188031746,1
5,Boumic,4.72,10.170735390357846,0.8095238095238095,0.38297284209331267,6
6,Calple,7.163333333333335,6.506038692784272,0.6041666666666667,0.27048609389984835,6
7,Chacya,3.39,18.839952231446677,0.8333333333333334,-0.16012207516105026,1
8,Cphfro,3.3763636363636365,15.014468405711968,0.7121212121212125,0.12452903251695027,1
9,Ctehor,3.39125,11.186983613611305,0.6979166666666669,0.08360515253297679,6
10,Cypcol,11.216363636363637,4.191249248923026,0.4318181818181817,0.426427342979142,6
11,Cyplep,10.860833333333332,3.6652083711852605,0.3680555555555555,0.1484576838488519,6
12,Enamel,11.02727272727273,14.462585947907492,0.5530303030303029,0.11506927870409639,11
13,Erecya,11.94,17.758250633788922,0.8472222222222222,0.40001251015559397,6
14,Gnapfe,11.641428571428571,27.90880133188167,0.5476190476190476,-0.08735346146753033,1
15,Hapred,5.136666666666667,19.79945370923301,0.8263888888888892,0.27052563397398527,6
16,Juldic,9.76090909090909,13.73299113527145,0.7803030303030304,0.2711256819363755,5
17,Julmrk,12.586666666666666,8.309068028953114,0.6296296296296297,0.09718364072663394,5
18,Julorn,13.143636363636364,3.4672541212165697,0.5303030303030303,0.2966545921057527,6
19,Lamoce,12.741111111111111,13.571493381439948,0.6759259259259258,-0.13320437798547702,1
20,Lamsig,15.124615384615383,-2.7081146259828612,0.23717948717948725,0.7108339541775941,6
21,Lepatt,10.391000000000002,17.655195102477332,0.7333333333333334,0.11105166756102161,2
22,Lepelo,12.68916666666667,16.008455006423926,0.8194444444444445,0.2007642540983361,4
23,Limdar,2.05,9.398817951565734,0.5714285714285713,-0.012583875319662586,6
24,Loblab,3.9699999999999998,19.715,1.0,0.1809051720946731,6
25,Neobre,14.609090909090908,10.18059062059976,0.5530303030303029,-0.21900087618155897,1
26,Neobri,5.458333333333333,9.957681213830742,0.6527777777777778,0.2115405630709417,6
27,Neobue,6.64,9.875269085888965,0.8541666666666666,0.5022860239343769,6
28,Neocau,12.625,8.98416515421635,0.45833333333333337,-0.05864310395450494,4
29,Neocra,9.284545454545453,1.8207025633936964,0.4242424242424242,0.24045543924088084,6
30,Neocyg,10.445833333333333,6.011743076274068,0.43749999999999994,0.026766750654670397,2
31,Neocyl,4.975833333333333,4.926774891585851,0.5,-0.14918083311591,1
32,Neodev,5.98,15.763987591542097,0.8333333333333334,0.1357579777453643,10
33,NeofaM,11.583333333333334,3.2200110371557846,0.41666666666666663,0.2468844118049715,6
34,Neofal,4.846666666666667,10.536513876575414,0.6527777777777778,-0.014723153647226631,2
35,Neogra,5.3999999999999995,0.3233496280891361,0.20454545454545456,0.07386104704604858,6
36,Neohel,9.334285714285715,12.760821896397973,0.7023809523809524,0.03556961029964334,2
37,Neokom,11.426666666666668,13.129297666618866,0.6805555555555557,0.037448593805856016,2
38,Neolon,2.6271428571428572,24.19241491524261,0.9047619047619049,0.1501775578693941,5
39,Neomar,6.158571428571428,6.30841848388472,0.654761904761905,0.3425956462891886,6
40,Neomul,5.072222222222222,16.1571967075926,0.6851851851851852,-0.24665476748052445,1
41,Neonig,4.961666666666667,16.061253038885305,0.8194444444444445,-0.21753522967672026,1
42,Neooli,5.420000000000001,12.384449525311766,0.7916666666666667,-0.15650571273436634,2
43,Neopul,4.3875,15.94687830411221,0.7430555555555555,0.25104810568908087,8
44,Neosav,10.038,11.803026425318757,0.7416666666666668,0.26800645601932727,6
45,Neotoa,4.346363636363637,9.563634892540449,0.6363636363636366,-0.38080838815999757,1
46,Neotre,6.5737499999999995,8.151512388858977,0.625,-0.38968650986706843,1
47,NeoveS,12.39875,0.2194548816317934,0.34375,0.4375978509145066,6
48,Neowal,7.495,12.140552562121199,0.7291666666666666,-0.029608975403158343,1
49,Ophboo,0.819,28.478148019574043,0.8166666666666667,-0.046017303397363755,1
50,Pcynig,10.773636363636363,8.739287797760893,0.712121212121212,0.10026267907225138,4
51,Petpol,4.16909090909091,38.834278212064945,0.825757575757576,0.07328664157651067,2
52,Telluf,4.761428571428572,12.874861158126093,0.7976190476190476,0.08174351314702547,6
53,TelteS,18.504166666666666,9.717901454907743,0.5486111111111109,-0.22796588750158356,1
54,Telvit,12.674999999999999,0.2784451536509021,0.1875,-0.2227490566310728,9
55,Trioto,7.708749999999999,18.981469684685266,0.875,-0.019929593094957163,2
56,Tromoo,4.37,30.584399919886668,0.8333333333333331,0.21836551144645996,6
57,Tronig,4.494999999999999,19.584616921388196,0.9305555555555555,0.3775216122677731,6
58,Tylpol,3.1174999999999997,18.344731425275626,0.9375,-0.15114114518831234,2
59,Varmoo,8.015714285714287,6.46884463982783,0.3452380952380953,-0.021095241041008298,3
60,Xenbat,13.85375,5.909383650536499,0.21249999999999997,-0.15273567622980874,1
61,Xenspi,7.255,9.395224138331693,0.4861111111111112,-0.07581714994970944,1
