species,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,day_night_dif,peak,body_PC1,body_PC2,LPJ_PC1,LPJ_PC2,oral_PC1,oral_PC2,d15N,d13C,total_rest
Lepelo,-0.04721834015490165,0.2154110632254436,-0.02804567198436464,-0.12443292189507958,-0.01747576343889831,0.14724800337662755,0.13376263041445233,-0.0761222092756331,-0.0014595633841502265,0.30744078948928805,0.2007642540983361,0.7638888888888892,0.0049194474014323895,0.004283930916428121,-0.06886193419589073,0.1320506661255374,-0.008339421641803941,-0.008691342629649148,7.7076785457,-18.962498466,12.68916666666667
Limdar,-0.1179352520409254,0.12104003456860594,0.1872833544684371,0.09737821300074716,0.20156367530065256,-0.13875569909415905,0.01841448843160076,0.14775926614237075,-0.17152172743841804,-0.21679133682377724,-0.012583875319662586,0.5476190476190476,-0.02323286110468055,0.0029126629379814164,-0.009054188383715295,-0.0530439622730311,-0.011835114550688475,0.005924622677669914,7.0258305811,-18.810979499000002,2.05
Loblab,-0.10583835969588584,0.18965412560289024,5.98244278443747e-05,-0.028274524259093343,-0.07752488574646874,0.08291572286565285,-0.07740779732150961,0.05492770946053886,-0.20939257792341212,0.1841708052355561,0.1809051720946731,0.9166666666666669,-0.058819731637688846,-0.032359162973144194,0.030926692092109576,-0.07362524612226082,0.02084646343556172,0.006494093401005303,7.3624232092,-16.060018566,3.9699999999999998
Neobre,0.15154473492686293,0.10508102324714988,-0.028480105481076788,0.12173959580865674,-0.122435657659348,0.1098411337665216,-0.11981474825580335,-0.1567227880387427,0.20526878918579666,0.13263457034330434,-0.21900087618155895,0.5075757575757577,-0.007373779882860718,-0.03876132817758246,-0.040879209612345764,0.03116267375946402,0.015990265074299074,-0.013011075161597097,6.3367524193,-21.656235700000003,14.609090909090908
Neobri,-0.10368434781124357,0.19731761362086975,0.02985347346195805,-0.01640905344862303,0.0189201207762823,0.07016293965558798,0.038605514394173986,-0.16156520884796946,-0.11685338945748715,0.014924957484577818,0.2115405630709417,0.6249999999999999,0.005935471070186797,-0.009717392357037318,0.006336308640064109,0.03791924372931034,0.013831095517856792,0.000895029932211545,7.592558618299999,-21.895340049999998,5.458333333333333
Neobue,-0.1828218172746214,0.048279453704950855,0.036217944166512805,-0.009329244495047993,0.14103971191140244,0.01216514749965101,-0.058187045035998926,-0.020817964041440408,0.02314985973801329,-0.021061010305825224,0.5022860239343769,0.8055555555555557,0.0318470721865068,-0.012449766411489326,-0.027826973037125204,0.0383125657497317,0.01551373639836004,-0.002773835128797427,6.9178862022,-22.188724181999998,6.64
Neocau,-0.02652383267234357,0.1635503784619672,-0.05840728355397622,-0.35762757173054543,0.09867282135395927,0.008302987590683332,0.039516056161565616,0.02629760857852893,-0.2613085217587561,-0.015832016642462816,-0.058643103954504935,0.4166666666666666,0.013086356345384723,-0.015563082792783248,0.023754762711800957,0.043674839131648754,0.006696061503372469,-0.0014184529669444808,6.264649705,-22.198317853,12.625
Neocra,-0.178088218101875,0.03879362480967385,-0.06099156250033602,0.058769429538101825,-0.034373510914482264,-0.05532679470058804,-0.052907428930913006,-0.15185234243677212,0.2119525125167697,-0.09453573556800357,0.24045543924088086,0.3787878787878789,0.007814820573068024,0.0011724855437632879,0.0402907544933932,0.0385892520433046,0.008822631490038809,0.0012877110117196107,6.0850656235,-23.129121751999996,9.284545454545453
Neocyg,0.0930535898926855,0.15906324840651753,-0.16736311950955088,-0.05134821253163331,0.12737204236577274,-0.21084140968669315,0.007290801053450534,-0.07585093270217133,-0.0537849769548316,-0.20794094458391268,0.0267667506546704,0.3333333333333333,0.006732312198291473,-0.010900772693855679,0.05242115342589186,-0.0033177989927907795,0.010836536970732804,-0.0038536757694288743,6.674202059600001,-17.944149664,10.445833333333333
Neocyl,0.1262759987093637,0.023852996243561568,-0.08549979041907352,0.18432122665112088,0.3566262476379838,-0.1459052570463662,0.08959858314923398,0.2296713943715174,0.04223086393859009,-0.01513112479650765,-0.14918083311591002,0.4930555555555555,0.043901929682980255,0.01597237031471902,0.04043413822822918,0.058155589735026235,0.013000654885535107,-0.0008056839360245065,6.948954587,-19.329299204,4.975833333333333
Neodev,-0.011306025423249828,0.1444553214628157,0.09854796855362732,0.09604290475577903,-0.3445230142800778,0.21223817656367885,0.14894752113440773,0.40746540119346186,0.10893472828201864,-0.20078262898915528,0.1357579777453643,0.8194444444444445,,,,,,,,,5.98
NeofaM,-0.14689529357851552,0.0714219673490795,-0.22407898376003585,-0.07305856938646993,0.014339882966012516,-0.05554594977198447,0.1678133908434803,-0.12658688157149847,0.019090077583008413,0.08807219667345678,0.24688441180497145,0.3981481481481482,0.016283122255253957,-0.001193085345232355,0.028975539353343,0.05201525475917186,0.011203486138120831,0.0030887413922235955,5.773797238272727,-22.352477715454548,11.583333333333334
Neofal,0.07794397991708013,0.16839566372675335,-0.21368707127307804,0.01132998054013669,0.0444648123735648,-0.13111399049610606,0.17190954575203488,0.19562245221500704,-0.06211261645151205,0.22506766194704467,-0.014723153647226631,0.6527777777777778,0.002350527096275551,-0.011047497779244814,0.018362501729652796,-0.01091532577035477,0.011614649631735217,-0.002538673917322757,7.523634722100001,-20.704110703999994,4.846666666666667
Neogra,-0.11538592935880887,0.10713552934944558,0.027485025274437015,0.05191182852115128,-0.11452234783106915,-0.3315540552434185,-0.235022267316342,-0.028229271575942932,-0.15998576160580513,0.43773823693943215,0.07386104704604858,0.18939393939393945,0.01730186371470848,-0.009408833012307573,0.06316859373051767,0.011040216287994403,0.01046679262269974,0.004132604605846481,6.0029050259000005,-21.644027489000003,5.3999999999999995
Neohel,0.034912879387510816,0.19895734032743947,0.03516272053348177,0.0051997171350775615,-0.10659370576842804,-0.24522511989238235,0.15633764844663522,-0.298369984720992,-0.04078907738302523,-0.06698787167357369,0.03556961029964334,0.6666666666666666,0.002051930124862434,-0.01604370974079776,0.04268318531105792,0.032996064718513865,0.013619986342277518,0.0031924130420528545,6.4257712924999995,-18.000200594,9.334285714285715
Neokom,0.054241859006465366,0.17286133264185755,-0.2501103559500176,-0.026435965514665587,-0.0918263571629936,0.16739983700419386,-0.05483197198233404,-0.10706409308347394,-0.04403749342073757,-0.09246959388416114,0.037448593805856016,0.6388888888888888,-0.00818651419229888,-0.020805320661262908,0.029566132628413698,0.01739179497913152,0.01616796913246002,-0.003326218774425008,6.4938277292999995,-19.258700529000002,11.426666666666668
Neolon,-0.018907046445738068,0.17531127337763594,-0.2744540547116953,0.08454142841396811,-0.033618273321464866,-0.05282250781430927,-0.19559763746921566,-0.019362162968145875,-0.20260855412982406,-0.08628007190649799,0.1501775578693941,0.8809523809523813,,,,,,,,,2.6271428571428572
Neomar,-0.14304994679236518,0.15013402044138144,0.03517690525892038,-0.12629464166157242,-0.0003491480503437618,-0.005500137675045323,0.02225562793017604,-0.01395605883752277,-0.028634390737017863,0.09071530380721853,0.3425956462891886,0.6309523809523808,-0.02007329678679916,-0.0059197044131912065,0.07680146323898232,-0.06737240309785145,0.002664990699513682,0.00424461065389945,5.4212877379,-19.756466423,6.158571428571428
Neomul,0.1380329483895186,0.14466178013215944,-0.1313367635550905,-0.09911191900674868,-0.025495775525120726,0.06965140866166136,-0.030066780192181706,-0.10460399076816064,0.060201511180172924,0.014182872173577755,-0.24665476748052445,0.5833333333333334,0.005356799151406206,-0.02604626618245584,0.02537548853365204,0.0650964669885889,0.008899431012701041,-0.012019001868818137,5.784079369,-24.118217743,5.072222222222222
Neonig,0.15725857373365126,0.13110705457845173,0.011812955495071258,0.064747810766234,-0.07931930353586605,0.0044218198562429025,-0.0815093376151778,-0.10163681194084433,-0.0005487195186383816,0.042605858414680384,-0.21753522967672026,0.7361111111111109,0.013870331818465758,-0.020837644455538568,0.05309491203015504,0.03963374628863918,0.019191068136243362,-0.008009212548650616,7.159876186299999,-19.751844751,4.961666666666667
Neooli,0.058278305948971286,0.20132062859415895,-0.0834704923575885,0.1293572995107029,0.10767128126838643,0.2069188235623328,0.09595546683691708,0.11270291447817735,-0.0576623260142916,0.01651296481562389,-0.15650571273436634,0.75,0.0023223096577356067,-0.009866239458843015,0.04306088793695864,0.02326498530568266,0.0091823582165846,0.00215118410312133,5.7440560751000005,-22.025032118000002,5.420000000000001
Neopul,-0.08697162073062474,0.11163559566936784,-0.042265160822103874,-0.09147951078419997,0.3897284826127809,0.17624140109905595,-0.32015882944295954,0.059819215498532585,0.09851895722972644,0.040405899097621385,0.2510481056890809,0.6805555555555557,-0.011486530856866625,-0.01538735817713337,0.04662469245692773,0.01911883192989418,0.012647497671119973,-0.0013768199459332847,6.421560198,-20.974341298000002,4.3875
Neosav,-0.0788685690035159,0.1780301413303096,0.13845368898668164,-0.017268326425873528,0.05425826333015005,-0.22131455886520396,0.0571251396958889,0.22540367239598594,0.2200758099243087,-0.1718665671760041,0.2680064560193273,0.7,-0.0077512608841934436,-0.027980904268944125,0.011941209077092379,0.02031262791234558,0.02290149559114584,-0.0058449161402930536,6.8621952961999995,-18.525901943,10.038
Neotoa,0.1873174872437785,0.05102224078154904,0.012373903644848095,-0.008796249876706845,-0.008328100503824999,-0.06392068845947982,0.023410601349256453,-0.014649140168550491,0.05467425924173932,0.007755636649594709,-0.3808083881599977,0.6060606060606059,-0.007752373722929367,-0.038793484304684114,0.04960231120633245,-0.01944456079780431,0.02230769040098676,-0.008913643545781455,6.638761522499999,-18.062619597,4.346363636363637
Neotre,0.17660804823852624,0.08411997636840983,0.02793137972841,-0.013763354399726169,0.042669408336345166,0.03809782715931037,-0.052874486825625545,-0.11244201875133401,0.13234030743629946,0.06726098542662093,-0.3896865098670685,0.5625,-0.01268786765579911,-0.010875659505442508,0.1257095894824184,0.006260061146945819,0.013921937059603285,0.004174356563591078,6.109250604600001,-16.701003734000004,6.5737499999999995
NeoveS,-0.14829662316841422,0.06765402510020546,0.06265293657065615,-0.06924264669004143,-0.07912730167936141,-0.1732972704650763,-0.3596863966124897,0.2207267695829578,-0.10578892985598347,0.03315646204885657,0.4375978509145066,0.27083333333333337,0.014457286156866278,-0.016756074967752062,0.02286879763826576,0.029081729818508963,0.015438058337534002,-0.005680816996983845,7.955197662000001,-20.644270387142857,12.39875
Neowal,0.12982503021894762,0.17264362749306206,0.061652449008448275,-0.014118755983495887,-0.041164294050374084,-0.08423919608658245,-0.053381245112117816,0.0471542962848762,-0.020434615367396176,0.03093325406094184,-0.029608975403158343,0.7291666666666666,0.0019077942856261054,-0.008838061918069883,0.05113452332364508,-0.011552172029747936,0.009698040076316531,-0.004855943360930036,6.3708303817,-20.89217759,7.495
Ophboo,0.17735910837064714,0.08161198666277153,0.0209101065305229,0.03306013282488026,-0.0571257808214015,0.0697150064767616,-0.09149647826918647,0.002729321312265661,-0.03459563483924584,0.05552623244973112,-0.04601730339736375,0.7916666666666667,-0.0232594238537666,-0.015476853563533427,0.04023637636862806,-0.07938314866016934,-0.0167041188719821,0.0002154956396357492,5.8669576503,-13.300530054000001,0.819
Pcynig,-0.01870801372967775,0.20476882578404326,-0.04744486485814554,-0.18276591510967333,0.1771328617495153,0.06147117647294568,0.06746366956789912,-0.09412075282237993,0.09397328810608938,-0.2897163755683889,0.10026267907225136,0.6439393939393938,0.0639444775833686,-0.015640412679685946,-0.04151026337987368,0.024838522506001697,0.04582743667774354,0.022816366628477427,6.9443881852,-20.87452631,10.773636363636363
Petpol,0.04903181211471119,0.18412280329319064,0.16913934114337298,0.22398319737150185,0.0068923365669810955,0.12664691579586282,-0.14580168944831412,-0.0036326479856001776,-0.1440834707619337,0.0018389870128594726,0.07328664157651067,0.7424242424242425,-0.07620249891312901,-0.011769911727632362,-0.011695317788106927,-0.07203623699062614,-0.022153174428940242,-0.012413073629893785,4.9169958137,-12.386883081000002,4.16909090909091
TelteS,0.14207263008678747,0.12048468359355828,0.09887156178074756,0.03102357710677204,-0.08084475663620408,-0.21763923671838026,0.12942662585983342,-0.016950703356731822,-0.1562791566406256,-0.056833618513702874,-0.2279658875015836,0.5486111111111109,-0.002376805580837271,0.018879555933838277,0.07094240882807024,0.007329192728766693,-0.0023961657000866,0.0003592771502944663,6.4135936492,-16.703979989,18.504166666666666
Telluf,-0.17533465854624264,0.03898074132896645,0.13204267656754773,0.09407998367229337,0.04195888512334177,0.04435146203726139,-0.011871535199984606,0.06157887795367454,-0.1156038555585621,-0.024332709637657074,0.08174351314702548,0.7738095238095241,,,,,,,,,4.761428571428572
Telvit,0.16996596135632042,-0.04582830428490757,-0.19380788566566584,0.006786671013620321,0.05055694107296281,-0.044581812138103284,0.029995768118703182,0.0008108469676503451,0.061518367547548136,-0.008800533611042927,-0.2227490566310728,0.13541666666666666,0.03830844573205935,0.06374511914764372,0.08447258976383229,0.03230492134838124,-0.02175575761004111,0.01260337362967838,6.432257744899999,-15.937626363600003,12.674999999999999
Trioto,0.04429801382604912,0.20074543478422505,0.16823880700244334,-0.14924004252424491,-0.0656188144371318,-0.09031740101716602,-0.10948806298688646,0.11884526306252385,0.05528851042277195,-0.1033564505855059,-0.019929593094957163,0.7604166666666667,-0.001519282375943227,0.009940287938904207,-0.05267021607872634,-0.03305385326684914,-0.00527935109538427,-0.015377154201626119,6.6793779958,-21.016436272,7.708749999999999
Tronig,-0.1719621152517498,0.0780365107995031,-0.096924225660083,-0.062398314848934926,-0.05545036956772729,0.05520587181303425,-0.13094618382930526,0.001351310662323506,0.1208429547476377,-0.0878273585307884,0.3775216122677731,0.8819444444444445,-0.07610604953037942,0.0379601383524924,0.0029087290476795336,-0.0407667503536568,-0.03738288220695342,0.00969080551552646,6.2541323472,-16.650577051000003,4.494999999999999
Tromoo,-0.14572768310110631,0.14271943369069054,0.05221512419673223,0.04100780020581134,-0.1293905988726423,-0.029494946267071283,0.02679083328196541,-0.027966869433313463,-0.02612039077590997,-0.11325728663494206,0.21836551144646,0.7976190476190476,-0.08442166246483022,0.044971965823819744,-0.0010205570547395398,-0.05090194723382535,-0.043726425034935686,0.003954556991484883,5.7086927650999995,-14.947751655999998,4.37
Varmoo,0.13779525798286196,0.052856562164291895,-0.2106722371909196,-0.10051866684672632,-0.09744334439571001,-0.22373264674752,-0.2403336205955983,0.02142175026955371,-0.07477716027042311,-0.10755076153025736,-0.021095241041008298,0.28571428571428564,-0.03643091313563174,-0.018028473052494796,0.0692644823003414,0.01091223730870987,0.0008718492650699683,-0.0010889022119297178,6.966471413000001,-16.8250351,8.015714285714287
Xenbat,0.17403241709978026,0.005152371236997428,0.12188840971344073,-0.13257666668759802,-0.04123727451515365,-0.08731559333548569,-0.1013004187940178,-0.08295411160326335,0.08153046462232467,-0.018151618591390008,-0.15273567622980874,0.0875,0.04747786833063725,0.0270365508753361,-0.007736801708605993,-0.015682839066174122,-0.011138545470685605,0.0073081440799643875,6.8790220726,-18.997644202,13.85375
Xenspi,0.15192508938808624,0.08593364437751527,0.2003141577381188,-0.03744374041592097,-0.06568389397010796,-0.0483952483848074,-0.040015189608715335,-0.1374714345580577,0.1409379339222315,-0.1066918074216016,-0.07581714994970944,0.3333333333333333,0.01346334581198749,-0.003180716979837747,-0.02044734008781013,-0.02068182162359952,-0.0025486121798128547,0.009026683876416534,6.7663169290999985,-15.368179777,7.255
