dcst2	CLINGEN:CXXX~No diseases associated
dcstamp	CLINGEN:CXXX~No diseases associated
dct	CLINGEN:CXXX~No diseases associated
LOC100699771	CLINGEN:CXXX~No diseases associated
LOC100689885	CLINGEN:CXXX~No diseases associated
dctn2	CLINGEN:CXXX~No diseases associated
dctn3	CLINGEN:CXXX~No diseases associated
dctn4	CLINGEN:CXXX~No diseases associated
dctn5	CLINGEN:CXXX~No diseases associated
LOC100690576	CLINGEN:CXXX~No diseases associated
dctpp1	CLINGEN:CXXX~No diseases associated
LOC100705550	CLINGEN:CXXX~No diseases associated
dcun1d2	CLINGEN:CXXX~No diseases associated
dcun1d3	CLINGEN:CXXX~No diseases associated
dcun1d4	CLINGEN:CXXX~No diseases associated
LOC100703477	CLINGEN:CXXX~No diseases associated
dcxr	CLINGEN:CXXX~No diseases associated
dda1	CLINGEN:CXXX~No diseases associated
ddah1	CLINGEN:CXXX~No diseases associated
ddah2	CLINGEN:CXXX~No diseases associated
ddb1	CLINGEN:CXXX~No diseases associated
ddc	CLINGEN:CXXX~No diseases associated
ddhd1	CLINGEN:CXXX~No diseases associated
ddhd2	CLINGEN:CXXX~No diseases associated
ddias	CLINGEN:CXXX~No diseases associated
ddit3	CLINGEN:CXXX~No diseases associated
ddit4	CLINGEN:CXXX~No diseases associated
ddit4l	CLINGEN:CXXX~No diseases associated
ddo	CLINGEN:CXXX~No diseases associated
ddost	CLINGEN:CXXX~No diseases associated
ddr1	CLINGEN:CXXX~No diseases associated
LOC100708378	CLINGEN:CXXX~No diseases associated
ddx1	CLINGEN:CXXX~No diseases associated
ddx3x	CLINGEN:CXXX~No diseases associated
LOC100698352	CLINGEN:CXXX~No diseases associated
LOC100712452	CLINGEN:CXXX~No diseases associated
ddx6	CLINGEN:CXXX~No diseases associated
ddx10	CLINGEN:CXXX~No diseases associated
ddx11	CLINGEN:CXXX~No diseases associated
ddx18	CLINGEN:CXXX~No diseases associated
LOC100693948	CLINGEN:CXXX~No diseases associated
ddx20	CLINGEN:CXXX~No diseases associated
ddx21	CLINGEN:CXXX~No diseases associated
ddx23	CLINGEN:CXXX~No diseases associated
ddx24	CLINGEN:CXXX~No diseases associated
ddx27	CLINGEN:CXXX~No diseases associated
ddx28	CLINGEN:CXXX~No diseases associated
ddx31	CLINGEN:CXXX~No diseases associated
LOC100706537	CLINGEN:CXXX~No diseases associated
LOC100711348	CLINGEN:CXXX~No diseases associated
ddx41	CLINGEN:CXXX~No diseases associated
ddx42	CLINGEN:CXXX~No diseases associated
ddx43	CLINGEN:CXXX~No diseases associated
ddx46	CLINGEN:CXXX~No diseases associated
ddx47	CLINGEN:CXXX~No diseases associated
ddx49	CLINGEN:CXXX~No diseases associated
ddx51	CLINGEN:CXXX~No diseases associated
ddx52	CLINGEN:CXXX~No diseases associated
ddx54	CLINGEN:CXXX~No diseases associated
ddx55	CLINGEN:CXXX~No diseases associated
ddx56	CLINGEN:CXXX~No diseases associated
ddx59	CLINGEN:CXXX~No diseases associated
deaf1	CLINGEN:CXXX~No diseases associated
decr1	CLINGEN:CXXX~No diseases associated
decr2	CLINGEN:CXXX~No diseases associated
LOC100693850	CLINGEN:CXXX~No diseases associated
dedd2	CLINGEN:CXXX~No diseases associated
def6	CLINGEN:CXXX~No diseases associated
def8	CLINGEN:CXXX~No diseases associated
degs1	CLINGEN:CXXX~No diseases associated
degs2	CLINGEN:CXXX~No diseases associated
LOC100692760	CLINGEN:CXXX~No diseases associated
dele1	CLINGEN:CXXX~No diseases associated
dennd1a	CLINGEN:CXXX~No diseases associated
LOC100699238	CLINGEN:CXXX~No diseases associated
LOC100692725	CLINGEN:CXXX~No diseases associated
dennd2a	CLINGEN:CXXX~No diseases associated
st5	CLINGEN:CXXX~No diseases associated
dennd2c	CLINGEN:CXXX~No diseases associated
dennd2d	CLINGEN:CXXX~No diseases associated
LOC100692522	CLINGEN:CXXX~No diseases associated
LOC100702482	CLINGEN:CXXX~No diseases associated
dennd4c	CLINGEN:CXXX~No diseases associated
dennd5a	CLINGEN:CXXX~No diseases associated
LOC100690035	CLINGEN:CXXX~No diseases associated
dennd6a	CLINGEN:CXXX~No diseases associated
fam45a	CLINGEN:CXXX~No diseases associated
LOC100709697	CLINGEN:CXXX~No diseases associated
denr	CLINGEN:CXXX~No diseases associated
depdc1	CLINGEN:CXXX~No diseases associated
depdc1b	CLINGEN:CXXX~No diseases associated
depdc4	CLINGEN:CXXX~No diseases associated
depdc7	CLINGEN:CXXX~No diseases associated
deptor	CLINGEN:CXXX~No diseases associated
dera	CLINGEN:CXXX~No diseases associated
derl1	CLINGEN:CXXX~No diseases associated
derl2	CLINGEN:CXXX~No diseases associated
LOC100692885	CLINGEN:CXXX~No diseases associated
LOC100707393	CLINGEN:CXXX~No diseases associated
desi2	CLINGEN:CXXX~No diseases associated
det1	CLINGEN:CXXX~No diseases associated
dexi	CLINGEN:CXXX~No diseases associated
dffa	CLINGEN:CXXX~No diseases associated
dffb	CLINGEN:CXXX~No diseases associated
LOC100691118	CLINGEN:CXXX~No diseases associated
dgat2	CLINGEN:CXXX~No diseases associated
dgcr2	CLINGEN:CXXX~No diseases associated
dgcr8	CLINGEN:CXXX~No diseases associated
dgkb	CLINGEN:CXXX~No diseases associated
dgke	CLINGEN:CXXX~No diseases associated
LOC100698894	CLINGEN:CXXX~No diseases associated
dgkh	CLINGEN:CXXX~No diseases associated
dgkq	CLINGEN:CXXX~No diseases associated
dgkz	CLINGEN:CXXX~No diseases associated
dglucy	CLINGEN:CXXX~No diseases associated
LOC100705170	CLINGEN:CXXX~No diseases associated
dhcr24	CLINGEN:CXXX~No diseases associated
dhdds	CLINGEN:CXXX~No diseases associated
LOC100709652	CLINGEN:CXXX~No diseases associated
dhfr	CLINGEN:CXXX~No diseases associated
LOC100706920	CLINGEN:CXXX~No diseases associated
dhodh	CLINGEN:CXXX~No diseases associated
dhps	CLINGEN:CXXX~No diseases associated
dhrs1	CLINGEN:CXXX~No diseases associated
LOC100697673	CLINGEN:CXXX~No diseases associated
dhrs3	CLINGEN:CXXX~No diseases associated
LOC100695242	CLINGEN:CXXX~No diseases associated
dhrs7b	CLINGEN:CXXX~No diseases associated
LOC100707266	CLINGEN:CXXX~No diseases associated
LOC100705499	CLINGEN:CXXX~No diseases associated
dhrs11	CLINGEN:CXXX~No diseases associated
dhrs12	CLINGEN:CXXX~No diseases associated
LOC100693310	CLINGEN:CXXX~No diseases associated
dhrsx	CLINGEN:CXXX~No diseases associated
dhtkd1	CLINGEN:CXXX~No diseases associated
dhx8	CLINGEN:CXXX~No diseases associated
dhx9	CLINGEN:CXXX~No diseases associated
LOC100706682	CLINGEN:CXXX~No diseases associated
dhx16	CLINGEN:CXXX~No diseases associated
dhx29	CLINGEN:CXXX~No diseases associated
dhx30	CLINGEN:CXXX~No diseases associated
dhx32	CLINGEN:CXXX~No diseases associated
dhx33	CLINGEN:CXXX~No diseases associated
dhx34	CLINGEN:CXXX~No diseases associated
dhx35	CLINGEN:CXXX~No diseases associated
dhx36	CLINGEN:CXXX~No diseases associated
dhx37	CLINGEN:CXXX~No diseases associated
dhx38	CLINGEN:CXXX~No diseases associated
dhx40	CLINGEN:CXXX~No diseases associated
dhx57	CLINGEN:CXXX~No diseases associated
dhx58	CLINGEN:CXXX~No diseases associated
diaph2	CLINGEN:CXXX~No diseases associated
dimt1	CLINGEN:CXXX~No diseases associated
dio1	CLINGEN:CXXX~No diseases associated
dio2	CLINGEN:CXXX~No diseases associated
dio3	CLINGEN:CXXX~No diseases associated
dip2a	CLINGEN:CXXX~No diseases associated
LOC100707500	CLINGEN:CXXX~No diseases associated
LOC100700149	CLINGEN:CXXX~No diseases associated
fam69b	CLINGEN:CXXX~No diseases associated
fam69c	CLINGEN:CXXX~No diseases associated
LOC100706493	CLINGEN:CXXX~No diseases associated
dis3	CLINGEN:CXXX~No diseases associated
dis3l	CLINGEN:CXXX~No diseases associated
disc1	CLINGEN:CXXX~No diseases associated
disp1	CLINGEN:CXXX~No diseases associated
disp2	CLINGEN:CXXX~No diseases associated
disp3	CLINGEN:CXXX~No diseases associated
dixdc1	CLINGEN:CXXX~No diseases associated
dkc1	CLINGEN:CXXX~No diseases associated
dkk2	CLINGEN:CXXX~No diseases associated
LOC100692334	CLINGEN:CXXX~No diseases associated
dlat	CLINGEN:CXXX~No diseases associated
LOC100696392	CLINGEN:CXXX~No diseases associated
dlec1	CLINGEN:CXXX~No diseases associated
LOC100710568	CLINGEN:CXXX~No diseases associated
LOC100693164	CLINGEN:CXXX~No diseases associated
dlg5	CLINGEN:CXXX~No diseases associated
dlgap1	CLINGEN:CXXX~No diseases associated
dlgap2	CLINGEN:CXXX~No diseases associated
dlgap3	CLINGEN:CXXX~No diseases associated
LOC100703055	CLINGEN:CXXX~No diseases associated
dlgap5	CLINGEN:CXXX~No diseases associated
dlk1	CLINGEN:CXXX~No diseases associated
dlk2	CLINGEN:CXXX~No diseases associated
dll1	CLINGEN:CXXX~No diseases associated
dll4	CLINGEN:CXXX~No diseases associated
LOC100689795	CLINGEN:CXXX~No diseases associated
dlx1	CLINGEN:CXXX~No diseases associated
dlx2	CLINGEN:CXXX~No diseases associated
LOC100697339	CLINGEN:CXXX~No diseases associated
LOC100711981	CLINGEN:CXXX~No diseases associated
dlx5	CLINGEN:CXXX~No diseases associated
dlx6	CLINGEN:CXXX~No diseases associated
dmac1	CLINGEN:CXXX~No diseases associated
atp5s	CLINGEN:CXXX~No diseases associated
dmap1	CLINGEN:CXXX~No diseases associated
LOC100697381	CLINGEN:CXXX~No diseases associated
dmc1	CLINGEN:CXXX~No diseases associated
dmpk	CLINGEN:CXXX~No diseases associated
LOC100534555	CLINGEN:CXXX~No diseases associated
dmrt2	CLINGEN:CXXX~No diseases associated
LOC100702892	CLINGEN:CXXX~No diseases associated
dmrta2	CLINGEN:CXXX~No diseases associated
dmtf1	CLINGEN:CXXX~No diseases associated
LOC102075582	CLINGEN:CXXX~No diseases associated
dna2	CLINGEN:CXXX~No diseases associated
dnaaf1	CLINGEN:CXXX~No diseases associated
dnaaf2	CLINGEN:CXXX~No diseases associated
dnaaf3	CLINGEN:CXXX~No diseases associated
dnaaf4	CLINGEN:CXXX~No diseases associated
dnaaf5	CLINGEN:CXXX~No diseases associated
pih1d3	CLINGEN:CXXX~No diseases associated
dnah1	CLINGEN:CXXX~No diseases associated
dnah2	CLINGEN:CXXX~No diseases associated
dnah5	CLINGEN:CXXX~No diseases associated
dnah7	CLINGEN:CXXX~No diseases associated
dnah10	CLINGEN:CXXX~No diseases associated
dnah12	CLINGEN:CXXX~No diseases associated
dnai1	CLINGEN:CXXX~No diseases associated
dnai2	CLINGEN:CXXX~No diseases associated
wdr63	CLINGEN:CXXX~No diseases associated
LOC102079926	CLINGEN:CXXX~No diseases associated
dnaja2	CLINGEN:CXXX~No diseases associated
dnaja3	CLINGEN:CXXX~No diseases associated
LOC100691603	CLINGEN:CXXX~No diseases associated
LOC100711553	CLINGEN:CXXX~No diseases associated
LOC100707987	CLINGEN:CXXX~No diseases associated
dnajb4	CLINGEN:CXXX~No diseases associated
dnajb5	CLINGEN:CXXX~No diseases associated
dnajb6	CLINGEN:CXXX~No diseases associated
LOC100706374	CLINGEN:CXXX~No diseases associated
dnajb11	CLINGEN:CXXX~No diseases associated
dnajb12	CLINGEN:CXXX~No diseases associated
dnajb13	CLINGEN:CXXX~No diseases associated
dnajb14	CLINGEN:CXXX~No diseases associated
dnajc1	CLINGEN:CXXX~No diseases associated
dnajc2	CLINGEN:CXXX~No diseases associated
dnajc3	CLINGEN:CXXX~No diseases associated
dnajc4	CLINGEN:CXXX~No diseases associated
LOC100694240	CLINGEN:CXXX~No diseases associated
LOC100692494	CLINGEN:CXXX~No diseases associated
dnajc5g	CLINGEN:CXXX~No diseases associated
dnajc6	CLINGEN:CXXX~No diseases associated
dnajc7	CLINGEN:CXXX~No diseases associated
dnajc8	CLINGEN:CXXX~No diseases associated
dnajc9	CLINGEN:CXXX~No diseases associated
dnajc10	CLINGEN:CXXX~No diseases associated
LOC100694756	CLINGEN:CXXX~No diseases associated
dnajc12	CLINGEN:CXXX~No diseases associated
dnajc13	CLINGEN:CXXX~No diseases associated
dnajc14	CLINGEN:CXXX~No diseases associated
dnajc15	CLINGEN:CXXX~No diseases associated
LOC100699812	CLINGEN:CXXX~No diseases associated
dnajc17	CLINGEN:CXXX~No diseases associated
LOC100707186	CLINGEN:CXXX~No diseases associated
dnajc19	CLINGEN:CXXX~No diseases associated
dnajc21	CLINGEN:CXXX~No diseases associated
dnajc22	CLINGEN:CXXX~No diseases associated
dnajc24	CLINGEN:CXXX~No diseases associated
dnajc25	CLINGEN:CXXX~No diseases associated
dnajc27	CLINGEN:CXXX~No diseases associated
dnajc28	CLINGEN:CXXX~No diseases associated
dnal1	CLINGEN:CXXX~No diseases associated
dnal4	CLINGEN:CXXX~No diseases associated
dnali1	CLINGEN:CXXX~No diseases associated
LOC109202009	CLINGEN:CXXX~No diseases associated
LOC100700034	CLINGEN:CXXX~No diseases associated
dnd1	CLINGEN:CXXX~No diseases associated
dner	CLINGEN:CXXX~No diseases associated
dnlz	CLINGEN:CXXX~No diseases associated
LOC100705749	CLINGEN:CXXX~No diseases associated
dnm3	CLINGEN:CXXX~No diseases associated
dnmbp	CLINGEN:CXXX~No diseases associated
LOC100710512	CLINGEN:CXXX~No diseases associated
dnpep	CLINGEN:CXXX~No diseases associated
dnph1	CLINGEN:CXXX~No diseases associated
dntt	CLINGEN:CXXX~No diseases associated
dnttip1	CLINGEN:CXXX~No diseases associated
dnttip2	CLINGEN:CXXX~No diseases associated
LOC100692519	CLINGEN:CXXX~No diseases associated
LOC100711869	CLINGEN:CXXX~No diseases associated
dock1	CLINGEN:CXXX~No diseases associated
dock5	CLINGEN:CXXX~No diseases associated
LOC100691522	CLINGEN:CXXX~No diseases associated
dock7	CLINGEN:CXXX~No diseases associated
dock8	CLINGEN:CXXX~No diseases associated
dock10	CLINGEN:CXXX~No diseases associated
dock11	CLINGEN:CXXX~No diseases associated
dohh	CLINGEN:CXXX~No diseases associated
dok1	CLINGEN:CXXX~No diseases associated
LOC100705626	CLINGEN:CXXX~No diseases associated
LOC100694825	CLINGEN:CXXX~No diseases associated
dok6	CLINGEN:CXXX~No diseases associated
LOC100696920	CLINGEN:CXXX~No diseases associated
dolk	CLINGEN:CXXX~No diseases associated
dolpp1	CLINGEN:CXXX~No diseases associated
donson	CLINGEN:CXXX~No diseases associated
dop1a	CLINGEN:CXXX~No diseases associated
dop1b	CLINGEN:CXXX~No diseases associated
dot1l	CLINGEN:CXXX~No diseases associated
dpagt1	CLINGEN:CXXX~No diseases associated
dpcd	CLINGEN:CXXX~No diseases associated
dpep1	CLINGEN:CXXX~No diseases associated
LOC100711249	CLINGEN:CXXX~No diseases associated
dpf1	CLINGEN:CXXX~No diseases associated
LOC100700092	CLINGEN:CXXX~No diseases associated
LOC100693327	CLINGEN:CXXX~No diseases associated
dph1	CLINGEN:CXXX~No diseases associated
dph2	CLINGEN:CXXX~No diseases associated
LOC100702351	CLINGEN:CXXX~No diseases associated
dph5	CLINGEN:CXXX~No diseases associated
dph6	CLINGEN:CXXX~No diseases associated
dph7	CLINGEN:CXXX~No diseases associated
dpm1	CLINGEN:CXXX~No diseases associated
dpm2	CLINGEN:CXXX~No diseases associated
dpm3	CLINGEN:CXXX~No diseases associated
dpp3	CLINGEN:CXXX~No diseases associated
dpp6	CLINGEN:CXXX~No diseases associated
dpp7	CLINGEN:CXXX~No diseases associated
LOC100694249	CLINGEN:CXXX~No diseases associated
dpt	CLINGEN:CXXX~No diseases associated
dpy19l1	CLINGEN:CXXX~No diseases associated
dpy19l3	CLINGEN:CXXX~No diseases associated
dpy19l4	CLINGEN:CXXX~No diseases associated
dpy30	CLINGEN:CXXX~No diseases associated
dpyd	CLINGEN:CXXX~No diseases associated
dpys	CLINGEN:CXXX~No diseases associated
LOC100705567	CLINGEN:CXXX~No diseases associated
LOC100711659	CLINGEN:CXXX~No diseases associated
LOC100704353	CLINGEN:CXXX~No diseases associated
LOC100703967	CLINGEN:CXXX~No diseases associated
dqx1	CLINGEN:CXXX~No diseases associated
dr1	CLINGEN:CXXX~No diseases associated
dram1	CLINGEN:CXXX~No diseases associated
dram2	CLINGEN:CXXX~No diseases associated
drap1	CLINGEN:CXXX~No diseases associated
draxin	CLINGEN:CXXX~No diseases associated
drc1	CLINGEN:CXXX~No diseases associated
drc3	CLINGEN:CXXX~No diseases associated
drc7	CLINGEN:CXXX~No diseases associated
drd2	CLINGEN:CXXX~No diseases associated
drd3	CLINGEN:CXXX~No diseases associated
LOC100693279	CLINGEN:CXXX~No diseases associated
drd5	CLINGEN:CXXX~No diseases associated
drg1	CLINGEN:CXXX~No diseases associated
drg2	CLINGEN:CXXX~No diseases associated
drgx	CLINGEN:CXXX~No diseases associated
LOC100695719	CLINGEN:CXXX~No diseases associated
drp2	CLINGEN:CXXX~No diseases associated
LOC100707499	CLINGEN:CXXX~No diseases associated
LOC100712209	CLINGEN:CXXX~No diseases associated
LOC100693271	CLINGEN:CXXX~No diseases associated
dscc1	CLINGEN:CXXX~No diseases associated
dse	CLINGEN:CXXX~No diseases associated
dsel	CLINGEN:CXXX~No diseases associated
LOC100696166	CLINGEN:CXXX~No diseases associated
dst	CLINGEN:CXXX~No diseases associated
dstyk	CLINGEN:CXXX~No diseases associated
dtd1	CLINGEN:CXXX~No diseases associated
dtd2	CLINGEN:CXXX~No diseases associated
dthd1	CLINGEN:CXXX~No diseases associated
dtl	CLINGEN:CXXX~No diseases associated
dtna	CLINGEN:CXXX~No diseases associated
LOC100710042	CLINGEN:CXXX~No diseases associated
dtwd1	CLINGEN:CXXX~No diseases associated
dtwd2	CLINGEN:CXXX~No diseases associated
dtx1	CLINGEN:CXXX~No diseases associated
dtx2	CLINGEN:CXXX~No diseases associated
dtx3	CLINGEN:CXXX~No diseases associated
LOC100690969	CLINGEN:CXXX~No diseases associated
dtymk	CLINGEN:CXXX~No diseases associated
duox1	CLINGEN:CXXX~No diseases associated
dus1l	CLINGEN:CXXX~No diseases associated
dus2	CLINGEN:CXXX~No diseases associated
dus3l	CLINGEN:CXXX~No diseases associated
dus4l	CLINGEN:CXXX~No diseases associated
dusp1	CLINGEN:CXXX~No diseases associated
LOC100694883	CLINGEN:CXXX~No diseases associated
LOC102077703	CLINGEN:CXXX~No diseases associated
dusp4	CLINGEN:CXXX~No diseases associated
dusp5	CLINGEN:CXXX~No diseases associated
dusp6	CLINGEN:CXXX~No diseases associated
dusp7	CLINGEN:CXXX~No diseases associated
dusp8	CLINGEN:CXXX~No diseases associated
dusp10	CLINGEN:CXXX~No diseases associated
dusp11	CLINGEN:CXXX~No diseases associated
dusp12	CLINGEN:CXXX~No diseases associated
dusp14	CLINGEN:CXXX~No diseases associated
dusp16	CLINGEN:CXXX~No diseases associated
LOC100691233	CLINGEN:CXXX~No diseases associated
LOC100701332	CLINGEN:CXXX~No diseases associated
dusp23	CLINGEN:CXXX~No diseases associated
dusp26	CLINGEN:CXXX~No diseases associated
dusp28	CLINGEN:CXXX~No diseases associated
dut	CLINGEN:CXXX~No diseases associated
dvl1	CLINGEN:CXXX~No diseases associated
dvl2	CLINGEN:CXXX~No diseases associated
LOC100695702	CLINGEN:CXXX~No diseases associated
dxo	CLINGEN:CXXX~No diseases associated
dym	CLINGEN:CXXX~No diseases associated
dync1h1	CLINGEN:CXXX~No diseases associated
dync1i1	CLINGEN:CXXX~No diseases associated
LOC100702273	CLINGEN:CXXX~No diseases associated
LOC100694500	CLINGEN:CXXX~No diseases associated
dync1li2	CLINGEN:CXXX~No diseases associated
dync2h1	CLINGEN:CXXX~No diseases associated
wdr60	CLINGEN:CXXX~No diseases associated
wdr34	CLINGEN:CXXX~No diseases associated
dync2li1	CLINGEN:CXXX~No diseases associated
LOC100698873	CLINGEN:CXXX~No diseases associated
dynlrb1	CLINGEN:CXXX~No diseases associated
dynlt1	CLINGEN:CXXX~No diseases associated
tctex1d2	CLINGEN:CXXX~No diseases associated
dynlt3	CLINGEN:CXXX~No diseases associated
dyrk1a	CLINGEN:CXXX~No diseases associated
dyrk2	CLINGEN:CXXX~No diseases associated
LOC100711637	CLINGEN:CXXX~No diseases associated
dyrk4	CLINGEN:CXXX~No diseases associated
dysf	CLINGEN:CXXX~No diseases associated
dytn	CLINGEN:CXXX~No diseases associated
dzank1	CLINGEN:CXXX~No diseases associated
LOC100699994	CLINGEN:CXXX~No diseases associated
e2f1	CLINGEN:CXXX~No diseases associated
e2f2	CLINGEN:CXXX~No diseases associated
e2f3	CLINGEN:CXXX~No diseases associated
e2f4	CLINGEN:CXXX~No diseases associated
e2f7	CLINGEN:CXXX~No diseases associated
e2f8	CLINGEN:CXXX~No diseases associated
e4f1	CLINGEN:CXXX~No diseases associated
eaf1	CLINGEN:CXXX~No diseases associated
eaf2	CLINGEN:CXXX~No diseases associated
eapp	CLINGEN:CXXX~No diseases associated
ears2	CLINGEN:CXXX~No diseases associated
ebag9	CLINGEN:CXXX~No diseases associated
LOC100707015	CLINGEN:CXXX~No diseases associated
ebf2	CLINGEN:CXXX~No diseases associated
LOC100709080	CLINGEN:CXXX~No diseases associated
ebi3	CLINGEN:CXXX~No diseases associated
ebna1bp2	CLINGEN:CXXX~No diseases associated
ebp	CLINGEN:CXXX~No diseases associated
ebpl	CLINGEN:CXXX~No diseases associated
ecd	CLINGEN:CXXX~No diseases associated
ece1	CLINGEN:CXXX~No diseases associated
ece2	CLINGEN:CXXX~No diseases associated
ecel1	CLINGEN:CXXX~No diseases associated
LOC100709616	CLINGEN:CXXX~No diseases associated
echdc1	CLINGEN:CXXX~No diseases associated
echdc2	CLINGEN:CXXX~No diseases associated
echdc3	CLINGEN:CXXX~No diseases associated
eci1	CLINGEN:CXXX~No diseases associated
eci2	CLINGEN:CXXX~No diseases associated
ecm2	CLINGEN:CXXX~No diseases associated
ecpas	CLINGEN:CXXX~No diseases associated
lg16h2orf40	CLINGEN:CXXX~No diseases associated
ecsit	CLINGEN:CXXX~No diseases associated
ect2	CLINGEN:CXXX~No diseases associated
ect2l	CLINGEN:CXXX~No diseases associated
eda	CLINGEN:CXXX~No diseases associated
edar	CLINGEN:CXXX~No diseases associated
edaradd	CLINGEN:CXXX~No diseases associated
edc3	CLINGEN:CXXX~No diseases associated
edc4	CLINGEN:CXXX~No diseases associated
edem1	CLINGEN:CXXX~No diseases associated
LOC100709064	CLINGEN:CXXX~No diseases associated
edem3	CLINGEN:CXXX~No diseases associated
edf1	CLINGEN:CXXX~No diseases associated
edil3	CLINGEN:CXXX~No diseases associated
edn1	CLINGEN:CXXX~No diseases associated
LOC102080384	CLINGEN:CXXX~No diseases associated
ednra	CLINGEN:CXXX~No diseases associated
edrf1	CLINGEN:CXXX~No diseases associated
eea1	CLINGEN:CXXX~No diseases associated
eed	CLINGEN:CXXX~No diseases associated
LOC100691481	CLINGEN:CXXX~No diseases associated
eef1akmt1	CLINGEN:CXXX~No diseases associated
eef1akmt2	CLINGEN:CXXX~No diseases associated
eef1akmt3	CLINGEN:CXXX~No diseases associated
eef1akmt4	CLINGEN:CXXX~No diseases associated
eef1b2	CLINGEN:CXXX~No diseases associated
eef1d	CLINGEN:CXXX~No diseases associated
eef1e1	CLINGEN:CXXX~No diseases associated
eef1g	CLINGEN:CXXX~No diseases associated
eef2	CLINGEN:CXXX~No diseases associated
eef2k	CLINGEN:CXXX~No diseases associated
eef2kmt	CLINGEN:CXXX~No diseases associated
eefsec	CLINGEN:CXXX~No diseases associated
eepd1	CLINGEN:CXXX~No diseases associated
efcab2	CLINGEN:CXXX~No diseases associated
efcab7	CLINGEN:CXXX~No diseases associated
efcab14	CLINGEN:CXXX~No diseases associated
efcc1	CLINGEN:CXXX~No diseases associated
efemp1	CLINGEN:CXXX~No diseases associated
efhb	CLINGEN:CXXX~No diseases associated
efhc2	CLINGEN:CXXX~No diseases associated
LOC100691052	CLINGEN:CXXX~No diseases associated
efhd2	CLINGEN:CXXX~No diseases associated
efl1	CLINGEN:CXXX~No diseases associated
LOC100705514	CLINGEN:CXXX~No diseases associated
LOC100705337	CLINGEN:CXXX~No diseases associated
LOC100705246	CLINGEN:CXXX~No diseases associated
LOC100706624	CLINGEN:CXXX~No diseases associated
LOC100703532	CLINGEN:CXXX~No diseases associated
LOC100711032	CLINGEN:CXXX~No diseases associated
LOC100707941	CLINGEN:CXXX~No diseases associated
efr3a	CLINGEN:CXXX~No diseases associated
efr3b	CLINGEN:CXXX~No diseases associated
eftud2	CLINGEN:CXXX~No diseases associated
egf	CLINGEN:CXXX~No diseases associated
egfl7	CLINGEN:CXXX~No diseases associated
egflam	CLINGEN:CXXX~No diseases associated
egfr	CLINGEN:CXXX~No diseases associated
egln3	CLINGEN:CXXX~No diseases associated
egr1	CLINGEN:CXXX~No diseases associated
egr2	CLINGEN:CXXX~No diseases associated
egr3	CLINGEN:CXXX~No diseases associated
ehbp1	CLINGEN:CXXX~No diseases associated
ehd2	CLINGEN:CXXX~No diseases associated
LOC100697355	CLINGEN:CXXX~No diseases associated
ehf	CLINGEN:CXXX~No diseases associated
ehhadh	CLINGEN:CXXX~No diseases associated
ehmt2	CLINGEN:CXXX~No diseases associated
ei24	CLINGEN:CXXX~No diseases associated
eif1ad	CLINGEN:CXXX~No diseases associated
eif1ax	CLINGEN:CXXX~No diseases associated
LOC100702522	CLINGEN:CXXX~No diseases associated
eif2a	CLINGEN:CXXX~No diseases associated
eif2ak1	CLINGEN:CXXX~No diseases associated
LOC100691607	CLINGEN:CXXX~No diseases associated
eif2ak3	CLINGEN:CXXX~No diseases associated
eif2ak4	CLINGEN:CXXX~No diseases associated
eif2b1	CLINGEN:CXXX~No diseases associated
eif2b2	CLINGEN:CXXX~No diseases associated
eif2b3	CLINGEN:CXXX~No diseases associated
eif2b4	CLINGEN:CXXX~No diseases associated
eif2b5	CLINGEN:CXXX~No diseases associated
eif2d	CLINGEN:CXXX~No diseases associated
eif2s1	CLINGEN:CXXX~No diseases associated
eif2s2	CLINGEN:CXXX~No diseases associated
eif2s3	CLINGEN:CXXX~No diseases associated
eif3a	CLINGEN:CXXX~No diseases associated
eif3b	CLINGEN:CXXX~No diseases associated
eif3d	CLINGEN:CXXX~No diseases associated
LOC100694149	CLINGEN:CXXX~No diseases associated
eif3f	CLINGEN:CXXX~No diseases associated
eif3g	CLINGEN:CXXX~No diseases associated
eif3h	CLINGEN:CXXX~No diseases associated
eif3i	CLINGEN:CXXX~No diseases associated
eif3j	CLINGEN:CXXX~No diseases associated
eif3k	CLINGEN:CXXX~No diseases associated
eif3l	CLINGEN:CXXX~No diseases associated
eif3m	CLINGEN:CXXX~No diseases associated
eif4a2	CLINGEN:CXXX~No diseases associated
eif4a3	CLINGEN:CXXX~No diseases associated
eif4b	CLINGEN:CXXX~No diseases associated
eif4e2	CLINGEN:CXXX~No diseases associated
eif4e3	CLINGEN:CXXX~No diseases associated
LOC100692160	CLINGEN:CXXX~No diseases associated
eif4ebp2	CLINGEN:CXXX~No diseases associated
LOC100703341	CLINGEN:CXXX~No diseases associated
eif4enif1	CLINGEN:CXXX~No diseases associated
LOC100690783	CLINGEN:CXXX~No diseases associated
eif4h	CLINGEN:CXXX~No diseases associated
eif5	CLINGEN:CXXX~No diseases associated
eif5a	CLINGEN:CXXX~No diseases associated
eif5b	CLINGEN:CXXX~No diseases associated
eif6	CLINGEN:CXXX~No diseases associated
eipr1	CLINGEN:CXXX~No diseases associated
elac1	CLINGEN:CXXX~No diseases associated
kiaa1324	CLINGEN:CXXX~No diseases associated
LOC100706107	CLINGEN:CXXX~No diseases associated
elavl2	CLINGEN:CXXX~No diseases associated
